အက္ခရာ,Display Name,မြန်မာအမည်,English / Stage Name,အမျိုးအစား,ကျား/မ,Search Keys,YouTube Keyword,စစ်ဆေးမှု,အရင်းအမြစ်
အ,အောင်ထီးခမ်း၊ စိုင်း,အောင်ထီးခမ်း၊ စိုင်း,,Solo,အမျိုးသား,"အောင်ထီးခမ်း၊ စိုင်း, အောင်ထီးခမ်း၊စိုင်း",အောင်ထီးခမ်း၊ စိုင်း karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
အ,အောင်နိုင်,အောင်နိုင်,,Solo,အမျိုးသား,အောင်နိုင်,အောင်နိုင် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
အ,အောင်ရင်,အောင်ရင်,Aung Yin,Solo,အမျိုးသား,"အောင်ရင်, Aung Yin, AungYin",အောင်ရင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
အ,အောင်လ,အောင်လ,Aung La,Solo,အမျိုးသား,"အောင်လ, Aung La, AungLa",အောင်လ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
အ,အောင်သူ,အောင်သူ,,Solo,အမျိုးသား,အောင်သူ,အောင်သူ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
အ,အေးချမ်းမေ,အေးချမ်းမေ,,Solo,အမျိုးသမီး,အေးချမ်းမေ,အေးချမ်းမေ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
အ,အေးမြတ်သူ,အေးမြတ်သူ,,Solo,အမျိုးသမီး,အေးမြတ်သူ,အေးမြတ်သူ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
အ,အေးမြဖြူ,အေးမြဖြူ,,Solo,မသတ်မှတ်,အေးမြဖြူ,အေးမြဖြူ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://www.viberate.com/music-charts/top-artists-from-myanmar/
အ,အေးဝတ်ရည်သောင်း,အေးဝတ်ရည်သောင်း,,Solo,အမျိုးသမီး,အေးဝတ်ရည်သောင်း,အေးဝတ်ရည်သောင်း karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
အ,အဲလက်စ်,အဲလက်စ်,Alex,Solo,အမျိုးသား,"အဲလက်စ်, Alex",အဲလက်စ် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
အ,အဲလေး,အဲလေး,,Solo,အမျိုးသား,အဲလေး,အဲလေး karaoke,Myanmar Net directory,https://shwe.net/song/list.php
အ,အံ့ကြီး၊ ကို,အံ့ကြီး၊ ကို,,Solo,အမျိုးသား,"အံ့ကြီး၊ ကို, အံ့ကြီး၊ကို",အံ့ကြီး၊ ကို karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
အ,ဧကရီ,ဧကရီ,,Solo,အမျိုးသမီး,ဧကရီ,ဧကရီ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
A,Acid,,Acid,Band,အဖွဲ့,Acid,Acid Myanmar karaoke,Stage/Band entry,https://shwe.net/song/list.php
B,Big Bag,,Big Bag,Band,အဖွဲ့,"Big Bag, BigBag",Big Bag Myanmar karaoke,Stage/Band entry,https://shwe.net/song/list.php
E,Examplez,,Examplez,Band,အဖွဲ့,Examplez,Examplez Myanmar karaoke,Stage/Band entry,https://shwe.net/song/list.php
G,G Fatt,ဂျီဖက်,G Fatt,rap,မသတ်မှတ်,"G Fatt, ဂျီဖက်, GFatt",G Fatt Myanmar karaoke,Stage/Band entry,https://shwe.net/song/list.php
I,Idiots,,Idiots,Band,အဖွဲ့,Idiots,Idiots Myanmar karaoke,Stage/Band entry,https://shwe.net/song/list.php
I,Iron Cross,,Iron Cross,Band,အဖွဲ့,"Iron Cross, IronCross",Iron Cross Myanmar karaoke,Stage/Band entry,https://shwe.net/song/list.php
J,JCZ,,JCZ,rap,မသတ်မှတ်,JCZ,JCZ Myanmar karaoke,Stage/Band entry,https://shwe.net/song/list.php
L,L လွန်းဝါ,အယ်လ်လွန်းဝါ,L Lun Wa,Solo,မသတ်မှတ်,"L လွန်းဝါ, အယ်လ်လွန်းဝါ, L Lun Wa, LLunWa",L လွန်းဝါ Myanmar karaoke,Stage/Band entry,https://shwe.net/song/list.php
R,R Zarni,R ဇာနည်,R Zarni,Solo,မသတ်မှတ်,"R Zarni, R ဇာနည်, Rဇာနည်, RZarni",R Zarni Myanmar karaoke,Stage/Band entry,https://shwe.net/song/list.php
R,R ဇာနည်,R ဇာနည်,,Solo,အမျိုးသား,"R ဇာနည်, Rဇာနည်",R ဇာနည် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
Y,Y Wine,ဝိုင်ဝိုင်း,Y Wine,Solo,မသတ်မှတ်,"Y Wine, ဝိုင်ဝိုင်း, YWine",Y Wine Myanmar karaoke,Stage/Band entry,https://shwe.net/song/list.php
